prodName,category,description
범죄자 마인드 - 임상심리학자가 찾아낸 범죄자의 사고방식,심리학/정신분석학,범죄자들이 평범한 사람들과 어떻게 다른지에 대한 통찰력 있는 임상 보고서이다. 저자는 수십 년에 걸친 범죄자 상담에 기반해 범죄의 원인을 둘러싼 많은 신화들을 하나하나 짚어보며 그 실체적 진실 여부를 파헤친다.
그저께 보낸 메일,시,"1975년 계간 『문학과지성』을 통해 등단한 이후 편안하고 부드러운 서정과 문명의 이기를 살피는 날카로운 지성으로 풍부한 작품 세계를 펼쳐 보이며 녹원문학상, 김수영문학상, 편운문학상, 대산문학상, 프리드리히 군돌프 문화상, 이산문학상, 이미륵상, 정지용문학상 등을 수상한 바 있는 김광규 시인의 열두번째 시집."
순간을 믿어요 - 이석원 이야기 산문집,한국에세이,"&lt;언제 들어도 좋은 말&gt; 이후 8년 만에 선보이는 이석원의 두 번째 이야기 산문집. 예측하기 어려운 인물들과 전환을 거듭하며 궁금증을 더해 가는 이야기, 우리 삶에 질문을 던지는 단상들 그리고 재미를 더하는 에피소드들이 조화를 이룬 이석원만의 서사가 그의 더 넓어진 작품 세계를 보여 준다."
나는 결코 어머니가 없었다 - 엄마와 딸의 공동 회고록,한국에세이,신뢰받는 논픽션 작가로 자리매김한 하재영 2년 만의 신작. 어머니의 생애를 인터뷰하며 모녀 서사로 돌아왔다. 작가 하재영이 어머니의 생애사를 인터뷰하며 그와 교차하는 본인의 이야기를 페미니즘 시각으로 재해석한 엄마와 딸의 공동 회고록이다.
기쿠치 간 단편소설,일본소설,"기쿠치 간의 단편 소설을 묶은 책이다. '무명작가의 일기, 투신자살 구조업, 와카스키재판장, 어떤 항의서, 시마바라신주' 등의 작품이 수록되어 있다."
작지만 큰 브랜드 - 우리 가게를 위한 10가지 브랜딩 법칙,마케팅/세일즈,"혼자 사업을 꾸려가기도 어려운 사장님들로서는 어디서부터 브랜딩을 시작해야 할지 감도 안 오고 엄두도 안 난다. 이런 사장님들을 위해 작은 브랜드에 최적화된 브랜딩 전략을 소개한다. 10가지 법칙을 차근차근 실행하면 누구든 작지만 큰 브랜드를 만들 수 있다. 자, 이제 시작해보자."
1984,그림책,세계문학그림책은 고전 작품을 대하는 사람들의 부담감을 덜어주기 위해 기획된 책이다. 시대마다 새롭게 발굴되는 풍성한 고전 리스트를 선별해 작품의 본질을 잃지 않으면서 시대 감각에 맞는 간결한 구성과 아름다운 그림으로 완성했다.
내 타로는 내가 본다 - 내 운명은 내가 본다 : 타로편,취미기타,대한민국 최정상 타로마스터이자 한국소울타로협회 회장인 정회도 타로마스터가 자신의 업력과 내공을 오롯이 담아 집필한 타로카드 입문서이다. 타로카드에 문외한인 사람도 이 책의 내용을 따라 읽다 보면 자연스레 타로카드의 원리를 이해할 수 있도록 체계적으로 구성됐다.
"내 삶의 글쓰기 - 기억을 회고록으로, 아이디어를 에세이로, 삶을 문학으로 담는 법",책읽기/글쓰기,"자서전이나 수필, 회고록 등 자신의 이야기를 글로 남기고자 하는 사람들에게 생각을 모으고, 모은 생각을 글로 끌어내고, 또한 그 글을 쓰고 다듬는 법 등을 자세하게 알려준다. 이 과정을 통해 글쓰기가 대단하고 거창한 일이 아니라는 사실을 강조한다."
설민석의 한국사 대모험 18 - 후삼국 편 : 온달의 기묘한 시간 여행,초등 한국사,"2017년 1권이 처음 출간된 이래, 누적 판매 부수 500만 부라는 경이적인 수치를 기록하며 대한민국 대표 어린이 역사책으로 굳건히 자리매김한 &lt;설민석의 한국사 대모험&gt;. 아이들이 처음 접하는 한국사를 재미있는 만화와 깊이 있는 부록으로 쉽고, 재미있고, 유익하게 전달한다."
설민석의 한국사 대모험 15 - 신라 편 : 천년의 보물을 지켜라!,초등 한국사,"2017년 1권이 처음 출간된 이래, 누적 판매 부수 500만 부라는 경이적인 수치를 기록하며 대한민국 대표 어린이 역사책으로 굳건히 자리매김한 &lt;설민석의 한국사 대모험&gt;. 아이들이 처음 접하는 한국사를 재미있는 만화와 깊이 있는 부록으로 쉽고, 재미있고, 유익하게 전달한다."
소중해 소중해 너의 마음도 - 5-7세를 위한 첫 회복탄력성 그림책,그림책,"포스트 코로나 시대, 전 세계 각 분야의 화두로 떠오른 ‘회복탄력성’을 주제로 한 그림책 《소중해 소중해 너의 마음도》가 주니어RHK에서 첫선을 보인다. 출간 직후부터 독자들의 큰 호응을 불러온 영유아 성교육 그림책 《소중해 소중해 나도 너도》에서 ‘몸’의 소중함을 이야기했다면, 이 책에서는 ‘마음’을 강하게 하는 다양한 방법들을 소개한다."
부자들의 청년 시절,성공,"청년들에게 보내고자 하는 메시지를 세계적인 슈퍼 리치 19명의 청년 시절을 통해 전달하고자 한다. 자칭 활자 중독자라고 말하며 다양한 저서들을 출간한 저자 명로진이 풀어낸 부자들의 삶은 인생의 조언이 되기도 하며, 한편으로는 하나의 흥미로운 이야기처럼 즐길 수 있다."
불투명성의 현상학,교양 인문학,"철학의 정원 53권. 후설부터 하이데거, 마르셀, 사르트르, 메를로-퐁티, 레비나스, 리쾨르, 데리다까지 8명의 유력한 현상학자들의 사유를 ‘존재의 불투명성과 심연’이라는 화두로 엮어 독자적 논의를 전개한다."
방주,추리/미스터리소설,"주인공 슈이치는 대학 시절 친구들, 그리고 사촌 형과 함께 산속의 지하 건축물을 찾아간다. 그러다 우연히 만난 길 잃은 가족 세 명과 함께 지하 건축물에서 하룻밤을 보내기로 한다. 다음 날 새벽녘, 지진이 발생해 출입문이 커다란 바위로 막히는데..."
나는 인생을 건 공부를 시작했다,성공,"수험생들의 성지가 된 유튜브 채널 &lt;츄발라&gt;에 ‘이렇게 공부해서 저는 의사가 됐습니다’라는 영상이 공개된 후 단기간에 66만 뷰를 돌파했다. 이한나 저자가 공부 멘토로 유명해진 이유는 해결책 없는 위로와 응원이 아닌, 거침없고 솔직한 언어로 성공과 합격이 간절한 사람들에게 실질적인 동기 부여와 공부 자극을 해주기 때문이다."
EBS 왕초보 영어 (2023 상편),영어회화,&lt;EBS 왕초보영어&gt;는 2023년 2월 20일부터 2023년 8월 20일까지 방송될 EBS 왕초보영어 시즌 15의 Day1(1873회)~Day130(2002회)까지의 내용을 미리 제공함으로써 방송 전의 예습 및 방송 후의 복습을 효과적으로 돕는 워크북이다.
생각을 건너는 생각 - 뉴노멀 시대를 위한 도전과 상상,사회학,파주타이포그라피배곳(PaTI)과 사회디자인학교 미지행이 공동으로 기획한 ‘사회공론장 프로젝트’에서 2020년부터 2022년에 이루어진 여덟 편의 대화를 수록했다.
주식 시세의 비밀 - 상승장부터 하락장까지 시장에 흔들리지 않는 투자의 절대 원칙,재테크/투자,"한국 주식시장에서 개인 투자가 본격적으로 시작한 1980년대 초부터 지금까지, 40년 넘게 주식투자를 해온 개인 투자자들의 멘토 ‘부자아빠’ 정재호의 《주식 시세의 비밀》이 전면 개정판으로 출간됐다."
사소한 것들이 신경 쓰입니다,사진/그림 에세이,"정말정말 사소한 일이지만 왠지 신경이 쓰이는 이웃집의 화분 상태, 몽블랑의 내용물, 보낸 메일의 오탈자, 생일이 무슨 요일인지 등 한국에서 가장 사랑받는 여성 만화가 겸 에세이스트 마스다 미리가 자신의 일상을 소박하게 소개하는 최신 코믹 에세이다."
달력 뒤에 쓴 유서,한국소설,오늘의 젊은 작가 41권. 민병훈 장편소설. 작가는 2020년 출간된 소설집 『재구성』과 2022년 출간된 『겨울에 대한 감각』을 통해 죽음과 상실 등 인간 내면에서 자라는 근원적 어둠을 ‘언어’적으로 형상화한 이미지와 분위기만으로 전달하며 실존적인 헤맴을 그리는 일에 도전해 왔다.
부모의 남다른 질문력 - 공부 잘 하는 아이로 키우는 7단계 질문법,교육/학습,자녀와의 대화가 자녀의 올바른 발달을 이끈다는 건 이미 잘 알려진 얘기다. 하지만 모든 대화가 그렇지는 않다. 아이의 사고력을 높이는 대화여야 자녀의 발달을 올바른 방향으로 이끌고 사고력이 높고 학습력이 탄탄한 아이로 키울 수 있다. 그러면 어떻게 대화해야 할까? 가장 효과적인 방법은 사고력을 끌어올리는 질문을 하는 것이다.
아이들 타임,시,2019년 『현대시』 신인상으로 작품 활동을 시작한 조시현의 첫 시집 &lt;아이들 타임&gt;이 문학과지성사 2023년 시인선 첫 책으로 출간되었다. 60편의 시를 5부로 나눠 수록한 이번 시집은 멸종된 ‘지구 인간’을 중심으로 지구 안팎의 이야기를 이채롭고 방대하게 담아낸다.
뼈의 학교 1~3 세트 - 전3권,생명과학,"학교 과학실을 배경으로, ‘뼈’라는 매혹적인 소재를 가지고 풀어내는 이야기들은 때로는 재기넘치는 발랄함으로, 때로는 생명에 대한 작은 과학자들의 진지한 탐구정신으로 우리에게 감동을 준다."
탄핵으로 본 미국사 - 물은 배를 띄우지만 뒤집기도 한다,정치학/외교학/행정학,"‘탄핵’이라는 역사적 사건을 통해 미국 민주주의와 법치주의의 발전 과정을 보여주고 있다. 저자 김병호는 머리말을 통해 “미국 탄핵 사례를 역사적&#8231;정치적&#8231;법률적 배경 속에서 자세히 조명하려 애를 썼는데, 가장 큰 이유는 독자들이 탄핵의 궁극적 의미인 국민 주권을 생각해 볼 수 있기를 바라는 마음 때문”이라고 밝히고 있다."
초거대 위협 - 앞으로 모든 것을 뒤바꿀 10가지 위기,경제학/경제일반,"2008년 금융 위기를 예측한 것으로 잘 알려진 경제학자이자 가장 논쟁적인 예측가, ‘닥터 둠’ 누리엘 루비니가 돌아왔다. 전작 《위기 경제학》 이후 13년 만이다. 이번에는 《초거대 위협》(MegaThreats)이라는 제목대로 오늘날 전 세계에 드리운 ‘거대한 위협’ 10가지를 해부하고 앞으로 나아가야 할 방향을 모색한다."
조선 왕들은 왜? - 조선 왕들의 뜻밖의 행동 뒤에 숨겨진 의문과 진실,조선사,"실록사가 박영규가 조선 왕들에 대한 65가지 새로운 질문과 그에 대한 답을 담은 &lt;조선 왕들은 왜?&gt;를 펴냈다. 왜곡되고, 미화되고, 묻혀 있는 조선 왕 27인의 행적 이면에 숨겨진 진실을 드러내는 데 목적을 둔 책이다. 저자는 ‘사람의 행위에는 반드시 이유가 있다’는 인간 본성에 초점을 맞췄다."
목사가 목사에게 - 단 한 사람에게 보내는 마음의 편지,기독교(개신교),"우리 시대 존경받는 목회자 15인이 자신의 삶을 회고하면서 써 내려간 편지글 모음집이다. 가정, 교회, 소명, 성품, 설교, 목양, 재물, 욕망, 관계, 독서 등 다양한 주제를 넘나들며 흔들리는 인생길을 걷는 이들이 무엇을 바라보며 어디로 나아가야 할지 따스한 위로와 조언을 건넨다."
스타트업 대표가 돼볼까 합니다 - 스타트업 창업의 정석,창업/취업/은퇴,"창업 아이템을 정하는 입문 단계부터, 투자전략, 정부 지원 사업 그리고 상장과 인수합병에 이르기까지 스타트업 창업가가 꼭 알아야 할 모든 영역을 다루고 있다. 번뜩이는 아이디어와 전략으로 우후죽순 스타트업이 생겨나는 오늘날, 이 책은 사업의 단계마다 자세하고 정확한 길을 안내해 줄 믿음직한 가이드가 되어 줄 것이다."
"모든 것에 화학이 있다 - 아침부터 저녁까지, 우리 일상 속에 숨겨진 화학",화학,"우리 집 화장실에 있는 샴푸에서부터 지구 밖에서 오는 햇빛에 이르기까지, 우리 주위의 모든 것을 이루고 있는 화학에 관해 이야기하는 교양 과학책이다. 우리가 고등학교 시절 이해하지 못했던 화학의 기본 원리를 설명하고, 화학이 실생활 속에서 어떤 식으로 살아 움직이는지를 보여준다."
심정섭의 대한민국 학군지도 - 국내 최초 학군 투자서! 자식교육+노후대비 최고 해결사!,재테크/투자,저자는 국내 최초 학군 투자서인 《심정섭의 대한민국 학군지도》로 10년 가까이 독자들의 사랑을 받았다. 대치동에서 수많은 제자들을 명문대에 보냈지만 취업은 안 되고 노후까지 흔들리는 가정을 보며 과도한 사교육비 지출은 막아보자며 시작한 일이었다.
이방인,프랑스소설,"1942년 독일 점령하에 놓인 잿빛 파리에서 눈부신 알제리의 태양이 지배하는 소설 『이방인』이 출간되었다. 이 소설은 출간 즉시 반향을 일으켜, ‘이방인’ 같은 존재였던 카뮈를 일약 문단의 총아로 만들어주었다."
"비잔티움의 역사 - 천년의 제국, 동서양이 충돌하는 문명의 용광로에 세운 그리스도교 세계의 정점",서양사,"비잔티움 제국에 대한 고정관념에 도전하는 책이다. 논쟁적인 질문을 던지며 비잔티움 역사의 권위자로 평가받는 저자는 기존의 비잔티움 역사서들이 주로 정치·군사 사건을 다루는 것과는 달리 사회·경제·문화까지 동등한 비중으로 다룸으로써, 고대와 근대 세계를 연결한 이 제국의 역사가 오늘날의 사람들에게 어떤 의미인지를 알려준다."
"존 리, 새로운 10년의 시작",경제학/경제일반,"2022년 6월, 그는 뜻하지 않은 상황을 맞닥뜨리며 9년간 이끌었던 메리츠자산운용을 떠났던 존 리는 휴식과 충전의 시간을 가지면서도 ‘존리 라이프스타일 주식’(유튜브)과 ‘존리의 부자학교’(캠프)를 운영하며 금융교육을 중단하지 않고 지속해왔다. 그리고 한국에서 1막을 마치는 심정과 2막에 대한 새로운 도전과 구상을 최초로 담은 신작 ≪존 리, 새로운 10년의 시작≫을 출간했다."
강아지 걸음으로,동화/명작/고전,우리나라 대표 작가 황선미의 &lt;강아지 걸음으로&gt;는 소심한 아이 영재와 겁쟁이 예비 안내견 바론이 각자의 고민을 안고 1년 동안 특별한 우정을 쌓아 나가며 성장하는 이야기다. 학교생활에 어려움을 겪는 주인공의 미묘한 심리를 군더더기 없이 섬세한 문장으로 그려 냈다.
완득이 (출간 15주년 기념 특별판),한국소설,"제1회 창비청소년문학상 수상작, 한국 청소년문학의 스테디셀러 김려령 장편소설 &lt;완득이&gt;가 출간 15주년을 기념해 특별 한정판 ‘펀치 에디션’을 선보인다. 15년간 전 세대의 많은 사랑을 받으며 국내에서만 80만 부 판매된 &lt;완득이&gt;는 일본, 독일, 멕시코 등 8개국에 번역 수출되며 해외 독자들에게도 큰 호응을 얻었다."
검은 머리 짐승 사전,시,2021년 《한국일보》 신춘문예에 당선되며 작품활동을 시작한 신이인의 첫 시집. ‘완벽한 관리자이면서 특별한 난동꾼’이라는 심사평과 함께 데뷔한 신이인은 2022년 문지문학상 후보로 선정되고 2022 ‘시소’ 프로젝트의 ‘여름의 시’에 꼽히는 등 신인임에도 평단의 꾸준한 관심을 받아 왔다.
난 그 여자 불편해,한국에세이,"문단의 냉대와 외면 속에서도 자신을 잃지 않고 글을 쓰고 글로 먹고 살았던 최영미 시인의 산문집. 미투 등 논쟁적이며 시사적인 주제에서부터 축구 야구 등 스포츠에 대한 열정, 그리고 일상의 소소한 기쁨과 발견이 담백하고 치열한 언어에 담겨 있다."
흰옷을 입은 여인,외국에세이,"프랑스 작가 크리스티앙 보뱅이 19세기를 살았던 미국 시인 에밀리 디킨슨에게 바치는 애정과 경의요, 한 편의 시적 전기물이다. 독립적인 짧은 단락들을 통해 에밀리 디킨슨의 삶의 일화 하나하나가 보뱅의 손끝에서 의미를 부여받고 더없이 아름다운 장면들로 재탄생한다."
"돈과 나와 일 - 돈과 일, 그 사이에서 나를 잃지 않고 살아가는 법",명사에세이,"배우 김의성, 소설가 김중혁, 유튜버 겸 디자이너 이연, 여행 유튜버 이원지 등 이 시대를 대표하는 직업인 13인이 ‘돈과 일’ 그리고 그 사이에서 고민하고 방황하는 ‘나’에 관해 솔직한 고백과 견해 그리고 생각을 들려준다."
눈이 부시게 세트 - 전2권 - 이남규·김수진 대본집,영화/드라마,알츠하이머를 시간 이탈 서사로 풀어내 인생의 고단함과 아름다움을 펼친 명작이자 휴먼 드라마의 새 역사를 쓴 '눈이 부시게' 대본집이 출간됐다. 작가판 무삭제 대본집으로 구성되어 영상에서 확인할 수 없었던 장면들을 생생하게 만나볼 수 있다.
"시골살이, 오늘도 균형 - 반 농부 × 반 큐레이터",사회학,"월, 화, 수요일은 농사짓고 목, 금, 토요일은 농가 레스토랑을 연다. 자급자족 구조 속에서 찾은 일과 삶의 조화. “우리는 조금 다른 농부가 되기로 했다!”"
어린이를 위한 웰씽킹 - 꿈을 현실로 만드는 원리,초등5~6학년,"성공하는 사람들의 근본 원리를 압축해 담아, 대한민국에 센세이션을 일으킨 최고의 자기계발서 &lt;웰씽킹&gt;이 어린이판으로 돌아왔다. ‘꿈을 이루는 근본 원리를 생각하고, 제대로 실천하기.’란 웰씽킹의 핵심 개념을 그대로 담았다."
조용한 날들의 기록 - 철학자 김진영의 마음 일기,한국에세이,"철학자 김진영의 미발표 글들을 엮은 산문집. 철학자로서, 필경사로서, 한 존재로서 더없이 깨끗하고, 정당하게 분노하고, 예민하고 무덤덤한 아름다운 단어들로 삶 귀퉁이에 조곤조곤 들어앉던, 우리가 사랑했던 철학자 김진영의 마음들로 꽉 채워진 책이다."
내일의 식탁,일본소설,"‘이시바시 유’라는 이름도 나이도 같은 남자아이를 둔 서로 다른 세 가정의 우연, 그리고 세 엄마들. 아이를 키우는 희열과 고됨이 맹렬히 소용돌이치는 나날 속 엄마들은 매 순간 자신의 한계를 절감한다. 어느 날 ‘이시바시 유’의 사망 소식과 함께 이 세 가정은 결정적인 순간을 맞이한다."
말이 힘이 될 때 - 아나운서 최동석의 가장 인간적인 소통법,협상/설득/화술,"최동석 저자가 20여 년 아나운서 내공을 담은 첫 책을 출간했다. 저자는 KBS 편성본부 아나운서실 아나운서 1부 팀장을 거쳐, 남자 아나운서 최초로 「KBS 뉴스9」 앵커를 맡는 등 정점의 자리에서 KBS 퇴사를 결정했다. 그리고 치열했던 인생의 한 단락을 마무리하며, 자신의 정체성과도 같은 ‘말’에 대한 책을 집필하기 시작했다."
아! 팔레스타인 2 - 만화로 보는 팔레스타인 역사,국방/군사학,팔레스타인의 묻혀버린 고대사와 왜곡된 근현대사를 다룬 교양 만화. 1권에서 팔레스타인 고대사부터 1차 인티파다까지 살펴보았다면 2권은 바로 그 이후의 이야기다. 여전히 해결되지 못한 채 갈등과 긴장이 고조되고 있는 중동의 현실을 이 책에서 보여주는 시각으로 되짚어보자.
아! 팔레스타인 1 - 만화로 보는 팔레스타인 역사,국방/군사학,"팔레스타인의 묻혀버린 고대사와 왜곡된 근현대사를 다룬 교양 만화. 이야기는 이스라엘 군인의 총격에 목숨을 잃은 팔레스타인 소년 기사에 충격을 받은 화자 ‘진’이 직접 팔레스타인 땅으로 가면서 시작된다. 팔레스타인에서 만난 활동가들과 모하메드 박사의 인도 아래 진은 그 나라의 역사를 제대로 공부하게 되고, 동시에 대한민국 역사도 돌아본다."
만화로 보는 일리아스 - 트로이의 노래,신화/종교학,트로이 전쟁을 배경으로 한 호메로스의 서사시 '일리아스'를 웹툰 형식으로 재구성한 교양만화다. 사전 연재 당시 10주 연속 1위를 기록하며 재미와 교양을 검증받은 작품. 작가 ‘동사원형’의 화려한 작화와 탄탄한 각색으로 “교양만화의 모범”이라는 평을 받는다.
"진미위 흑서, 쟁투의 기록 - 보복과 부역, 항쟁의 KBS",사회운동,"'밤보다 더 어두운 새벽', '진실과미래위원회에 저항한 자들의 몸부림', '진미위 잔혹사, 여전히 고통받는 피해자들의 목소리', '한 줄기 빛, 그리고 반격의 실마리', '드러나는 불법기구로서의 진미위' 등 총 10부로 구성되었다."
"빛나는 날 : AI 시대의 일상혁명 이야기 - 최고가 아닌, 최적의 삶을 위한",인문 에세이,"AI가 산업과 교육은 물론 일상생활까지 뒤흔드는 오늘의 상황에서, 소수에게 ‘최고의 삶’을 약속하는 AI혁명을 뒤따라가기보다 지금 여기서, 다수가 ‘최적의 삶’을 향유할 수 있는 일상혁명을 시작하자고 주장한다."
비건 베이킹 마스터 클래스,제과제빵,"비건 파티시에이자 인기 비건 베이킹 클래스 ASA의 대표인 저자가 제안하는 다양한 비건 디저트 메뉴를 만나보자. 바삭하고 고소한 타르트, 부드럽고 풍미 가득한 케이크 등 비건으로 만드는 완성도 높은 디저트 36점을 자세한 설명과 함께 소개했다."
"어느 영국 여인의 일기 두 번째, 런던에 가다",영미소설,"지방 소도시에서 한 남자의 아내이자 두 아이의 엄마로 팍팍한 삶을 꾸려가던 주인공이&#8212;추정컨대 첫 책인 《어느 영국 여인의 일기, 1930》의 성공으로&#8212;문단에 입성하게 된 이후의 삶을 그린다."
반드시 읽어야 할 사회학 베스트 30 - 사회학의 주요 흐림과 핵심 개념을 한눈에 읽는 동서양의 사회학 필독서 30권을 한 권에!,사회학,"양질의 입문서, 재미있는 해설서의 도움을 받으면 이미 익숙하게 여겼던 것들의 진정한 의미를 알게 되면서 짜릿한 지적 흥분을 맛볼 수 있다. &lt;반드시 읽어야 할 사회학 베스트 30&gt;은 저자가 재미있게 읽은 사회학 필독서 30권을 엄선하여 해설과 곁들여 소개하고 있다."
홈 스위트 홈 - 2023년 제46회 이상문학상 작품집,한국소설,1977년 1회를 시작으로 문학사에서 중요한 작가와 작품을 주목해 선정했던 이상문학상이 어느덧 46회를 맞이하게 되었다. 2023년 제46회 이상문학상 심사위원회는 한 해 동안 국내에 발표된 중·단편소설을 엄선하여 가장 많은 지지를 얻었던 최진영의 「홈 스위트 홈」을 대상 수상작으로 선정했다.
릿터 Littor 2023.2.3 - 40호,문학 잡지,릿터 40호의 커버스토리는 ‘취미와 특기’다. 취미에 대한 편집부의 궁금증은 이런 것들이었다. 언제부터 취미를 물었을까? 취미와 특기는 왜 구분되었을까? 취미와 특기가 구분되지 않는 사람들은 어떻게 살아갈까? 거친 질문에 대한 응답 속에서 취미의 역사들이 펼쳐졌다. 모르고 있던 취미의 가능성에 대해서도.
명화로 읽는 부르봉 역사,미술,"저자 나카노 교코는 부르봉을 대표하는 인물과 관련된 12점의 명화 및 그와 연관된 다수의 명화들을 함께 소개하면서 명화 속 인물이 어떤 삶을 살아왔고, 그가 역사에 끼친 영향이 무엇인지 시대적 배경과 일화를 통해 생생하게 전달한다."
시소 두번째 - 2023 시소 선정 작품집,한국소설,"2021년 봄부터 시작된 ‘시소’ 프로젝트는 봄, 여름, 가을, 겨울 매 계절 발표된 시와 소설을 한 편씩 선정하여 좋은 작품을 널리 알리자는 취지에서 시작되었다. 독자들은 계절의 시와 소설을 차례로 읽으면서 마치 시소 위에서 오르고 내리는 것처럼, 다양한 각도로 세상을 바라보게 된다."
"천문학 이야기 - 빅뱅부터 블랙홀까지, 외계 생명체부터 쿼크 별까지 형언할 수 없이 신비롭고 흥미로운 우주과학의 세계",천문학,"천문학은 인류 역사에서 가장 오래된 과학 중 하나이며, 그 시간만큼이나 우리가 파고들수록 흥미로움이 가득한 학문이다. 어려운 과학에 재미를 불어넣기로 정평이 난 과학교사 팀 제임스는 ‘형언할 수 없이 신비로운 우주의 시공간’으로 우리를 안내한다."
굿 데이터 - 디지털 세상의 미래를 향한 한 낙관주의자의 인도,미래학,"데이터 개방이 개인의 권리와 자유를 침해한다는 오해에 반박하며, 이를 적대시하기 이전에 데이터와 그것을 공유하는 것이 무엇을 의미하는지 본질적으로 살펴볼 수 있도록 독자를 친절하게 인도하는 책이다. 데이터 개방이 어떤 유익을 주며 우리 모두의 삶을 어떻게 더 풍부하게 하는지 세세하게 다룬다."
연애혁명 9,인터넷 연재 만화,"9권에서는 이경우의 중학교 시절 에피소드가 이어진다. 경우는 중학교 시절 주영이를 무시하고 일진 무리와 어울리지만, 주영이는 포기하지 않고 경우의 주위를 맴돌며 어떻게든 탈선을 막으려고 한다."
벌거벗은 교양,교양 인문학,구독자 29만 명에 누적 조회수 1억 회를 기록한 화제의 유튜브 채널인 지식스쿨을 책으로 만난다. 이 책에 소개된 흥미진진한 35가지 주제는 전 세계적으로 통용되는 정확한 테이터를 기반으로 탄탄한 스토리텔링과 이해를 돕는 이미지까지 친절하게 전달하면서 재미를 더했다.
"노잉 - 미래가 이끄는 삶, 보장된 성공으로 가는 길",성공,"일본에서 활발하게 활동하는 인플루언서이자 베스트셀러 작가인 안도 미후유는 이러한 현상을 ‘노잉(Knowing)’이라고 명명했다. 이 책은 노잉을 경험한 성공한 인물들의 사례를 통해 노잉이라는 개념을 소개하고, 저자 자신의 경험을 토대로 평범한 일상에 노잉을 일으키는 방법을 제시한다."
별의 커비 디스커버리 2 : 외딴섬을 악몽에서 구해라!,동화/명작/고전,"전편인 1권 '새로운 세계를 향해 달려라!'보다 더욱 확장된 세계관과 환상적인 스토리를 구현한 이번 2권은 에피린의 희생으로 소멸된 줄 알았던 펙트 에피리스가 다시 정체불명의 소용돌이를 발생시키며 벌어지는 커비와 친구들의 유쾌, 발랄 모험 이야기다."
굿 걸 배드 걸,추리/미스터리소설,"참혹한 범죄가 벌어진 현장의 밀실에서 한 어린 소녀가 발견된다. 6년 후, ‘이비 코맥’이라는 이름으로 지내던 소녀는 소년원에서 벗어나고자 한다. 진실을 볼 수 있는 소녀의 특별한 능력에 관심을 가진 사이러스의 도움으로 이비는 마침내 소년원을 나오게 되고, 기묘한 동거가 시작된다."
목요일의 작가들 - 세상에 없는 글쓰기 수업,한국에세이,"방송작가, 카피라이터, 콘텐츠 기획자 등으로 지내며 다양한 글을 써온 저자는, 자신이 일하는 대안교육기관에 글쓰기 교사가 필요하다는 후배의 제안으로 수업을 시작한다. 그렇게 ‘어쩌다’ 글쓰기 교사가 된 저자는 이층집의 ‘장미방’에서 두려움 반 호기심 반 섞인 눈빛을 한 아홉 명의 아이들을 만난다. 10년 여정의 시작이었다."
집의 일기 - 생애 처음이자 마지막이 될 집을 짓다,한국에세이,"“내 나이 일흔, 생애 처음이자 마지막이 될 집을 지었다.” EBS &lt;건축탐구 집&gt; ‘황혼의 집, 비탈에 서다’ 편에 소개된 집. 집이라는 공간에 대한 무한한 사랑과 나이 듦과 상실에 대한 깊은 성찰로 수많은 이들에게 깊은 울림을 전한 박성희 작가의 에세이이다."
일리아스의 거의 모든 것 - 시와 해설로 읽는 신화 인문학,서양철학,"『일리아스』는 서양 문화 예술의 모든 출발점이다. 『일리아스』는 가장 오래된 희랍신화의 기록이며 헬라스 비극의 원천이다. 헤로도토스의 『역사』, 투퀴디데스의 『펠로폰네소스 전쟁사』 등 역사도 『일리아스』에서 시작한다."
마음을 담은 병,그림책,마음별 그림책 27권. 토끼 르웰린은 두렵거나 슬프거나 화나거나 외롭거나 창피함을 느끼는 것을 좋아하지 않는다. 그래서 기발한 계획을 떠올린다. 자신의 감정을 병 속에 집어넣고 더 이상 그를 괴롭히지 않는 곳에 꼭꼭 숨기는데….
알쏭달쏭 캐치! 티니핑 도감 스티커북,놀이책,인기 애니메이션 ‘알쏭달쏭 캐치! 티니핑’을 테마로 구성한 스티커 놀이북이다. 놀이북을 통해 ‘알쏭달쏭 캐치! 티니핑’에 등장하는 티니핑들의 정보를 한눈에 볼 수 있다. 스티커를 붙이다 보면 집중력과 관찰력 향상은 물론 다양한 놀이로 사고력을 키울 수 있다.
치매에 관한 새로운 생각 - 인생의 마지막 순간까지 행복하고 존엄한 삶을 누리기 위한 제언,질병치료와 예방,의사이자 간병인이었던 티아 파월은 치매를 명확하고 올바르게 이해할 수 있게 돕고 있다. 점점 고령화되는 사회에서 더 이상 치매는 남의 일만은 아닐 수도 있다. 우리가 가진 치매에 대한 편견이나 환상에서 벗어나 현실을 있는 그대로 바라보아야 함을 말한다.
김주니를 찾아서,동화/명작/고전,"한국계 미국인 작가 엘렌 오는 한국인으로서의 정체성, 한국의 이야기를 동양인 여자아이의 시선으로 그려냈다. 과거 이산문학에서 그랬듯 한국을 단순히 전래동화만으로, 혹은 구시대적으로 다루는 것이 아니라 현시대의 이야기, 현재 한국의 모습을 왜곡 없이 다룬다."
