prodName,category,description
신영 작가초청 북 콘서트 안내(9월 독서의 달 행사),충남도서관,null
아프리카돼지열병 심각단계 발령,동물방역위생과,null
2019년 지역사회서비스 우수 사례 공모 사업 알림,사회복지과,null
2019 아름다운 금강 사진 공모전,한국수자원공사,null
공공데이터 빅데이터 아이디어 공모전,정보화담당관,null
일본 수출규제 피해(우려) 기업 지원사업 안내,경제정책과,null
위해축산물 긴급회수,동물방역위생과,null
태풍링링 피해 및 복구상황(9.8.(일) 16시 현재),자연재난과,null
위해 축산물 긴급 회수 게재,동물방역위생과,null
충남도립대학교 2020학년도 신입생 모집,충남도립대학교,null
보이스피싱 피해예방을 위한 홍보자료,금융감독원,null
「제5기 도민감사관」 공모 안내,감사과,null
황교익 칼럼니스트 : 한식의 세계화(내포 온도락 힐링 아카데미),충남도서관,null
2019년 충남명품특산물 추석선물세트 안내,농촌활력과,null
찾아가는 버스킹 9월 공연일정,문화정책과,null
『충남도립대학교 학생회관 증축공사』 건축설계 제안공모 심사결과 공지,사무국,null
2019 충청남도 창업지원교육센터 사회적경제기업 창업교육 교육생 모집공고,산학협력단,null
2019 태안 가을꽃 축제,태안꽃축제실무추진위원회,null
이해인 수녀 : 다시 시작하는 기쁨으로(내포 온도락 힐링 아카데미),충남도서관,null
충청남도 공공저작물 활용 사례 공모 이벤트 당첨자 발표,문화정책과,null
충남 공공데이터 발굴 서포터즈 선발 결과 공고,정보화담당관,null
충청남도행정심판위원회 '국선대리인제도' 운영 안내,교육법무담당관,null
축산물위생관리법 행정처분 공고,동물방역위생과,null
위해 축산물 긴급 회수 게재,동물방역위생과,None
축산물가공업 영업허가 취소에 따른 공시송달 공고,동물방역위생과,None
2019년 소상공인 사업정리 지원사업 공고,소상공기업과,null
2019년 소상공인 온라인 마케팅 홍보비용 지원사업 공고,소상공기업과,null
2019년 가업승계(충남행복가게) 지원사업 공고,소상공기업과,null
충남 도민 안전사고 예방 홍보동영상,안전정책과,null
아프리카 돼지열병 유입차단을 위한 자진신고 홍보영상,동물방역위생과,null
소상공인을 위한 보부상 콜센터 안내,소상공기업과,null
2019년('18년 실적) 위임사무 등에 대한 시군평가 결과 안내,정책기획관,null
축산물가공업 영업 허가취소 처분사전통지(청문실시) 공시송달 공고,동물방역위생과,null
한눈에 알아보는 취업심사제도,조사과,null
축산물위생관리법 위반업소 허가취소 공시송달 공고,동물방역위생과,None
충남 혁신도시 유치 범도민 추진위원회 발대식 개최 알림,건설정책과,null
『충남도립대학교 학생회관 증축공사 건축설계 제안공모』질의 회신,사무국,null
축산물 이물보고 안내 리플릿 알림,동물방역위생과,null
충청남도 공공저작물 활용사례 공모 이벤트 개최(~ '19. 8. 7.),문화정책과,null
2019년 기술개발제품 시범구매 지원계획 공고(3차),소상공기업과,null
충청남도 앱(App) 업데이트 알림,공보관,null
6.25전쟁 무공훈장 주인공 찾기,국방부,null
위해 축산물 긴급회수문,동물방역위생과,null
찾아가는 버스킹 8월 공연일정,문화정책과,null
위해 축산물 긴급 회수문,동물방역위생과,null
제1기 충남 공공데이터 발굴 서포터즈 모집기간 연장 공고,정보화담당관,null
충청남도안전체험관 여름방학 이벤트(7.30.~8.11.),충청소방학교,null
3.1 평화운동 100주념 기념 뮤지컬 '워치',문화정책과,null
2020년도 예산편성을 위한 충청남도 도민참여예산 제안사업 공모,예산담당관,null
위해 축산물 긴급회수문,동물방역위생과,null
제7회 충청남도 공공데이터 활용 창업경진대회 2차 결선 평가 결과 공고,정보화담당관,null
2019년 (재)충청남도경제진흥원 제4차 직원 공개채용,소상공기업과,null
소규모 식육가공업소 HACCP 시설개선자금 지원사업 알림(식약처 지원사업),동물방역위생과,null
충청남도 공공저작물 활용 사례 공모 이벤트 개최(7. 15. ~ 7. 30.),문화정책과,null
위해 축산물 긴급 회수문,동물방역위생과,null
위해 축산물 긴급 회수문,동물방역위생과,null
위해 축산물 긴급 회수문,동물방역위생과,null
2019년도 건설업자간 상호협력평가 결과 알림,건설정책과,null
2020년 친환경청년농부 육성대상자 신청접수 안내,식량원예과,null
재단법인 충남지역사업평가단 직원채용 공고 알림,산업육성과,null
제7회 충청남도 공공데이터 활용 창업경진대회 1차 예선 평가 결과 공고,정보화담당관,null
생태여행지 10선 SNS홍보단 모집(7.26.까지),기후환경정책과,null
충청남도 공공데이터 발굴 서포터즈 모집 공고,정보화담당관,null
충남여성인재DB 구축을 위한 등록신청 안내,여성가족정책관,null
차로이탈경고장치 부착지원 사업 안내,교통정책과,null
농림축산식품부 농촌여성정책 분야 일반임기제 채용 공고,농업정책과,null
위해 축산물의 공표,동물방역위생과,null
충남 소상공인 사회보험료 지원사업 2분기 신청 안내,소상공기업과,null
2019년 하계 대학생 아르바이트 선발 결과,자치행정과,null
축산물위생관리법 위반업소 허가취소 공시송달 공고,동물방역위생과,null
2019년 하반기 정기인사 인사발령 안내,인사과,null
박준영 변호사 : 적당한 정의는 없습니다(내포 온도락 힐링 아카데미),충남도서관,null
위해 축산물 긴급 회수문,동물방역위생과,null
"적극행정, 당신의 생각을 담아주세요(공모전 안내)",정책기획관,null
홈페이지 서비스 약관 개정을 위한 의견수렴,공보관,null
찾아가는 버스킹 7월 공연일정,문화정책과,null
지방세 고지서 스마트폰으로 간편하게 받으세요!,세정과,null
제5차 국토종합계획(안) 충청권 공청회 알림,균형발전담당관,null
기업 애로기술지도 지원 공고,산업육성과,null
2019 산학융합 R&D 지원 사업 공고,산업육성과,null
2019 스마트공장 사전 진단·분석 지원 기업 모집 공고,산업육성과,null
2019 프로젝트 LAB 지원 사업 공고,산업육성과,null
2019 충남 지역창업경진대회 참가자 모집 공고,산업육성과,null
2019년 보령시 외국인 계절근로자 관련 내국인 구인,식량원예과,null
2019년 공주시 외국인 계절근로자 관련 내국인 구인,식량원예과,null
도정 성과 및 중점 추진방향 설문조사 안내,정책기획관,null
특수임무수행자 보상신청 안내,특수임무수행자보상지원단,null
2019년 외국인 계절근로자 관련 내국인 구인,식량원예과,null
제26회 충청남도 기업인대상 선정계획 공고,소상공기업과,null
임영주 소장 : 개념있는 부모의 행복한 자녀 소통법(내포 온도락 힐링 아카데미),충남도서관,null
2019 충청남도 인정문화상품 지정 공모,문화정책과,null
저출산 극복 대토론회(6.26.(수) 10:00),출산보육정책과,null
찾아가는 버스킹 6월 공연 일정 안내,문화정책과,null
75세 이상 어르신 버스이용 무료교통카드 신청안내,교통정책과,null
'2019 지역문화 전문인력 양성사업' 수강생 모집 안내,문화정책과,null
2019년 소셜커머스 입점지원 프로모션 참가기업 수시모집 공고,소상공기업과,null
통계정보관 홈페이지 개편 알림,공보관,null
2019 내포 온도락 힐링 아카데미 안내(夏),충남도서관,null
제21회 충청남도 관광기념품 공모전 개최 공고 안내,문화정책과,null
제49회 충청남도 공예품대전 개최 공고 안내,문화정책과,null
제25회 충청남도장애인체육대회(6.13.~6.15.),체육진흥과,null
신규 자동차번호판 이렇게 바뀝니다.,교통정책과,null
충남 사회적경제 전담기구 설치 공청회 개최 안내,경제정책과,null
2019년 계절근로자 관련 내국인 구인,식량원예과,null
나라사랑 그림그리기 글짓기 대회 개최 안내,사회복지과,null
2019 을지태극연습 실시,안전정책과,null
이진우 교수 : 철학의 시작은 질문이다(내포 온도락 힐링 아카데미),충남도서관,null
2019년 국민신청실명제 접수 안내,정책기획관,null
현직교사 초청 - '비폭력 대화' 특강 안내,충남도서관,null
2019년 소셜커머스 입점지원 프로모션 참가기업 추가 모집 공고,소상공기업과,null
2019년 교통사고 부재환자 점검 실시,교통정책과,null
위해축산물 긴급회수 공고문,동물방역위생과,null
제7회 충청남도 공공데이터 활용 창업경진대회 개최 안내,정보화담당관,null
2019년도 지역산업진흥 유공 포상계획 공고,균형발전담당관,null
고정욱 작가 : 장애가 있다고 꿈까지 작을쏘냐 특강 안내(가정의 달 행사),충남도서관,null
2019년 제43회 청백봉사상 후보자 추천 안내,인사과,null
납세자권리헌장,세정과,null
물놀이형 수경시설 맞춤형 수질관리 컨설팅서비스 신청 안내,물관리정책과,null
마약...이제는 멈출 때 입니다.,충남지방경찰청,null
2019 민.관.군.경 통합 ‘화랑훈련’ 안내,안전정책과,null
최윤규 카툰경영연구소 소장 : 물속의 물고기도 목이 마르다 특강 안내(내포 온도락 힐링 아카데미),충남도서관,null
"생활SOC, 3년뒤 이만큼 늘어납니다.",균형발전담당관,null
2019년충청남도유망 중소기업선정계획 공고,소상공기업과,null
위해 축산물 긴급 회수,동물방역위생과,null
2019년 기술개발제품 시범구매 지원계획 공고(2차),소상공기업과,null
2019년 중장년 재도약 창업사업 (예비)창업자 모집 공고,일자리노동청년과,null
2019년 작은 브랜드 100개 찾기 사업 참여기업 모집,일자리노동청년과,null
자동차 사고 피해가족 지원제도 안내,한국교통안전공단 대전충남본부,null
'소확행 나들이 콘서트' 공연 알림[5. 3.(금) / 충남도서관 강당],문화정책과,null
위해 축산물 긴급 회수,동물방역위생과,null
위해 축산물 긴급 회수,동물방역위생과,null
충남지식산업센터 건립공사 설계공모 결과 알림,시설2과,None
'더 행복한 콘서트' 공연 안내,문화정책과,null
충남도서관 개관 1주년 행사 - 영화제 안내,충남도서관,null
이요셉 한국웃음연구소 소장 : 얼굴이 펴야 인생이 핀다 특강 안내(내포 온도락 힐링 아카데미),충남도서관,null
사업자등록말소로 인한 축산물가공업 신고사항 직권말소 공시송달 공고,동물방역위생과,null
[충청남도 안전체험관 어린이날 행사안내],안전체험관,null
위해 축산물 긴급 회수,동물방역위생과,null
충남보훈공원 보훈관 안내,사회복지과,null
2019 충남도서관 문·사·철 교실 운영 안내,충남도서관,null
4차 산업혁명과 미래직업 강연회,미래성장과,null
2019년도 사랑의 그린PC 신청안내(개인),정보화담당관,null
충남스포츠센터 건립공사 설계공모 결과 알림,시설2과,None
2019년「세계 물의 날」기념 그림공모전 입상작 발표,물관리정책과,null
"마약류, 약물 등 집중단속 실시",충남지방경찰청,null
2019년도 지역개발사업 공모 평가 선정 계획,건설정책과,null
충남도청이전도시 내포 RM5블럭 입주자모집공고,건축도시과,null
[호국음악회]대한민국 임시정부 수립 100주년 기념,문화정책과,null
2019년 명사특강 안내,인사과,null
충청남도 사회보험료 지원사업 1분기 접수 공고,소상공기업과,null
2019년 상반기 퇴직공무원 정부포상 의견수렴,인사과,null
2019년도 충남·세종 지역기업 혁신성장 지원(R&D)계획,산업육성과,null
충남 세종 국가융복합단지 연계 지역기업 상용화 RD사업 지원계획,산업육성과,null
2019년 농어촌진흥기금 지원 계획 및 신청서식 등,농업정책과,null
2019 국가안전대진단,사회재난과,null
노후석탄화력 조기 폐쇄를 위한 정책토론회(4.2.),에너지과,null
노후석탄화력 조기 감축을 위한 정책토론회(3.21.),에너지과,null
한명기 교수 : 흑 역사도 역사다 특강 안내(내포 온도락 힐링 아카데미),충남도서관,null
제410차 민방위의 날(3.20) 전국화재대피훈련,안전정책과,null
충청남도 부동산 중개보수 요율표,토지관리과,null
2019년 충남 여성풀뿌리소모임 성장프로젝트 공고사업 안내,여성가족정책관,null
[이제는 시험정보 등 새소식을 메일로 받으세요],공보관,null
예당호 출렁다리 개통식(4.6.) 및 제15회 예산윤봉길 전국마라톤 대회(4.7.),예산군,null
마약류 약물 등 집중 단속 안내,충남지방경찰청,null
2019 지식재산 정보 활용 창업 경진대회,미래성장과,null
'19년 수목부산물 유용자원화 센터 조성사업 공고,산림자원과,null
2019년 외국인 계절근로자 관련 내국인 구인,식량원예과,null
지역주도형 청년일자리 사업 참여자 모집(도 사업),일자리노동청년과,null
충남도서관 내포 온도락 힐링 아카데미 안내,충남도서관,null
2019 KF국민공공외교 공모안내,국제통상과,null
내포자연놀이뜰 건립공사 건축설계공모 심사결과 알림,시설2과,None
논산「골든타워」특별공급 기관추천 대상자 명단 제출,장애인복지과,null
무선국 재허가 안내,대전전파관리소,null
2019년 계절근로자 관련 내국인 구인,식량원예과,null
충남 지식산업센터 신축공사 일반설계공모 질의회신,시설2과,null
[제100주년 삼일절 기념식에 초대합니다.],운영지원과,null
위해 축산물 긴급 회수,동물방역위생과,null
2018년 부패방지 시책평가 결과,감사과,null
조상땅 알려주기(조상땅찾기) 상속에 관한 자료,토지관리과,null
아산 탕정「지웰시티푸르지오」특별공급 기관추천 대상자 명단 제출,장애인복지과,null
2019년 창업성공패키지 사업화지원 청년창업사관학교 청년창업자 모집 공고,일자리노동청년과,null
아산 탕정지구「시티프라디움」특별공급 기관추천 대상자 명단 제출(신청일정 변경 알림),장애인복지과,null
2019 충남 예술동아리 교육지원사업 공고,문화정책과,null
2019 충남도립대학교 평생교육원 1학기 정규강좌 수강생 모집안내,기획홍보처,null
2019년 충남 지역주도형 청년일자리 75개 사업 참여안내,일자리노동청년과,null
「제12회 제주해비치아트페스티벌」아트마켓 참가신청 안내,문화정책과,null
구제역 확산예방을 위한 협조요청,사회재난과,null
제1차 충남 택시운송사업발전 시행계획,교통정책과,null
먹는물관리법 위반업체(위반사항) 공표,물관리정책과,null
충남스포츠센터 건립공사 설계공모 질의회신 알림,시설2과,null
위해 축산물 긴급 회수,동물방역위생과,null
제7기 생활공감 모니터단 모집 공고합니다.,자치행정과,null
제5기 정책자문위원회 위원을 모집합니다.,기획조정실 정책기획관,null
2019년 달라지는 제도와 시책,정책기획관,null
"해외전염병(구제역,AI,아프리카돼지열병) 발생국가 현황 조정",동물방역위생과,null
2019년 충남 우수농식품 설 선물 특별전,농촌활력과,null
제5회 대한민국 공무원상 심의 후보자 공개검증,인사과,null
충남소방복합시설 건설사업관리용역 사업수행능력평가 질의회신 안내,시설2과,null
2019년도 상반기 5급이하 정기인사 발령사항 안내,인사과,null
위해 축산물 긴급 회수,동물방역위생과,null
「2019 나눔의 숲 캠프」어울林(림) 1분기 참가기관 2차 추가 모집,산림자원과,null
내포신도시 홈페이지 개편 알림,공보관,null
도정신문 신년기획 '충남의 숨은 명소를 찾습니다.',공보관,null
2019년 조직개편 기구도 및 판올림 책자,자치행정과,null
2019년도 상반기 4급이상 인사발령 안내,인재육성과,null
내포자연놀이뜰 건립공사 설계공모 질의회신 알림,시설2과,null
정치후원금 기부를 위한 홍보자료 게시,자치행정과,null
2019년 산림복지서비스이용권 지원사업 홍보,산림녹지과,null
2018년 공공기관 청렴도 측정결과 공개,감사과,null
「재생에너지 3020 이행」카드뉴스 안내,기후환경정책과,null
2018년 충청남도 의정비심의위원회 결정사항 알림,기획관,null
제29회 공인중개사 시험 합격자 발표에 따른 자격증 교부 안내,토지관리과,null
충남 옛 도지사실 운영 중단 안내,문화유산과,null
"세종 ""한신더휴 리저브Ⅱ"" 특별공급기관추천 신청 안내(장애인)",장애인복지과,null
동학농민혁명참여자의 유족 등록신청 안내,문화정책과,null
「미세먼지 비상저감조치 발령 시 서울형 공해차량 운행제한」,환경보전과,null
소상공인 자영업자 지원사업 안내(가맹본부-가맹점간 불공정행위 방지),경제정책과,null
소상공인 자영업자 지원사업 안내(폐업 및 구직활동 지원),경제정책과,null
"소상공인 자영업자 지원사업 안내(매출 확대 및 시설개선, '19년 시행)",경제정책과,null
"소상공인 자영업자 지원사업(자금지원확대, '19년 시행)",경제정책과,null
2019년 소상공인 자영업자 지원사업(안정적인 임차환경 조성 추진),경제정책과,null
2019년 소상공인 자영업자 지원사업(카드수수료 인하),경제정책과,null
2019년 소상공인 자영업자 지원사업(사회보험 가입지원 확대),경제정책과,null
2019년 소상공인 자영업자 지원사업 안내(근로장려금 확대 등),경제정책과,null
2019년 소상공인 자영업자 지원사업 안내(세액공제 확대),경제정책과,null
2018 자랑스러운 충남인상 후보자 공적공개,자치행정과,null
"구제역,아프리카돼지열병 일제소독 및 홍보",동물방역위생과,null
위해 축산물 긴급 회수,동물방역위생과,null
2018 꿈다락 토요문화학교 박람회(꿈따라 꿈다락) 행사 안내,문화정책과,null
11월은 에너지 절약의 달,기후환경정책과,null
위해축산물 긴급회수,동물방역위생과,null
위해축산물 긴급회수 공고문,동물방역위생과,null
내포 가을음악회 공연 알림,문화정책과,null
대전 동일스위트리버스카이 특별공급기관추천 신청 안내(장애인),장애인복지과,null
2018 체육대회 개최 유공 포상후보자 공적 공개,체육진흥과,null
[의정토론회] 데이터로 찾는 지역문제,행정자치위원회,null
제18회 유관순상 및 유관순횃불상 후보자 접수,여성가족정책관,null
연극 '아비' 공연 알림,문화정책과,null
위해축산물 긴급회수,동물방역위생과,null
"중국, 아프리카돼지열병(ASF) 발생현황(10.21일 기준)",동물방역위생과,null
건전한 인터넷 환경을 위한 좋은 댓글 달기 캠페인,공보관,null
「문서24」 서비스 활용 수기 공모전 안내,정보화정책과,null
충남소방복합시설 건립공사 건축설계공모 심사결과 알림,시설2과,null
충남아기수당 신청서 및 위임장 서식,복지정책과,null
2018년 민관협치 포럼(1차) 개최,공동체새마을정책관,null
자치분권·균형발전 홍보 포스터(우리 삶을 바꾸는 자치분권),자치행정과,null
2018 탈석탄 친환경 에너지전환 국제컨퍼런스,기후환경정책과,null
충남 건축·공공디자인문화제 개최,건축도시과,null
코리아 드론 페스티벌 행사 안내,토지관리과,null
"아프리카돼지열병 홍보 리플릿(5개국어:중국,네팔,태국,영어)",동물방역위생과,null
대전 도룡 포레 미소지움 특별공급기관추천 신청 안내(장애인),장애인복지과,null
아프리카돼지열병(ASF) 관심단계 발령 알림,동물방역위생과,null
위해축산물 긴급회수 공고문,동물방역위생과,null
디지털 성범죄 근절을 위한 인식개선 콘텐츠,여성가족정책관,null
메르스 확진자 국내 유입에 따른 예방수칙 안내,보건정책과,null
2018 사랑의 그린PC 단체접수 안내,정보화정책과,null
2018 우수농식품 추석선물 특별전,농업정책과,null
제9회 충청남도 우수 공공시설물 디자인 인증제 심사결과,건축도시과,null
제1기 충청남도 청년네트워크 모집,미래정책과,null
내포제 전통춤의 재발견 '한성준 춤' 공연 안내,문화정책과,null
사업자등록말소로 인한 신고 사항 직권말소 공시송달 공고,동물방역위생과,null
충남형 청년창업가 발굴 및 육성 사업(충남 스타트업챌린지)참여자 모집 안내,일자리노동정책과,null
자동차 부품업체 친환경자동차(수소차) 업종전환 관련 기술 세미나 업체 모집,산업육성과,null
아프리카돼지열병 긴급행동지침(SOP),동물방역위생과,None
"문화가 있는 날, 청춘마이크 공연 안내",문화정책과,null
중국 아프리카돼지열병(ASF) 발생에 따른 예방 비상 행동수칙,동물방역위생과,null
"뮤지컬 '스물다섯, 매화로 피다'",문화정책과,null
2018년 외국인계절근로자 관련 내국인 구인,친환경농산과,null
2018년 충남장애인행복나눔페스티벌 대회 참가신청 안내,장애인복지과,null
주거급여 사전신청 안내,건축도시과,null
[2018 동아시아 지방정부 3농포럼] 개최안내 및 참가신청 접수,농업정책과,null
미세먼지 중심 대기환경개선 계획 토론회 개최 알림,환경보전과,null
위해축산물 긴급회수 공고문,동물방역위생과,null
위해축산물 긴급회수 공고문,동물방역위생과,null
"충청남도 창업지원 교육센터 운영 전담인력(팀장, 매니저) 채용 공고",산학협력단,null
중소기업 취업청년 전월세보증금 대출 안내,건축도시과,null
충남소방복합시설 건립공사 설계공모 질의회신 알림,시설2과,null
2018년 외국인 계절근로자 관련 내국인 구인,친환경농산과,null
위해축산물 긴급회수 공고문,동물방역위생과,null
2018년도 하반기 3급이하 수시인사 발령사항 안내,인재육성과,null
2018년 지역주도형 청년일자리 사업 참여 안내,일자리노동정책과,null
2018년('17년 실적) 위임사무 등에 대한 시군평가 결과 안내,혁신담당관,null
위해축산물 긴급회수 공고문,동물방역위생과,null
홈페이지 개편에 따른 의견접수,공보관,null
제38대 충청남도지사 취임식 취소 안내,자치행정과,null
축산물 위생관리법 위반업소 행정처분 확정사실 공시송달 공고,동물방역위생과,null
축산물 위생관리법 위반업소 과태료처분 예정사실 공고,동물방역위생과,null
2018년 상반기 농촌태양광 발전사업 설명회 및 컨설팅 개최 알림,기후환경정책과,null
어린이 인권도서 전시회 안내,국가인권위원회,null
내포혁신플랫폼 건립사업 건축설계 제안공모 심사결과 공지,시설2과,null
위해축산물 긴급회수 공고문,동물방역위생과,null
위해축산물 긴급회수 공고문,동물방역위생과,null
2018년 농번기 단순 농작업 인력모집(태안군),친환경농산과,null
[소방청] 화재안전특별조사 시민조사참여단 모집,공보관,null
개인정보 제3자 제공현황(2018.5월말현재),정보화정책과,null
충청남도 정보통신공사업 행정처분 현황(2018. 5. 31. 현재),정보화정책과,null
충남 정보통신공사업 현황(2018. 5. 31. 현재),정보화정책과,null
충청남도 개인정보처리 위수탁 현황(2018.5 현재),정보화정책과,null
충청남도 개인정보파일 보유현황(2018.5월현재),정보화정책과,null
위해축산물 긴급회수 공고문,동물방역위생과,null
2018년 농번기 단순 농작업 인력모집(안),친환경농산과,null
"산란계 농가의 계란 검사 결과, 부적합 계란 회수·폐기(전남 나주 소재)",동물방역위생과,null
2018년 축산물 도축가공업체 지원사업 시행지침 알림,동물방역위생과,null
충남 서천군 장항읍 '이테크더리브' 공동주택 특별공급 기관추천(장애인) 신청 안내,장애인복지과,null
서산시 자원회수(소각)시설 설치사업 환경영향평가항목 등의 결정내용 공고,환경보전과,null
다함께 누리는 안전신분증 서식,안전정책과,null
위해 축산물의 긴급 회수 사실 알림,동물방역위생과,null
2018년 제1차 미혼남녀 만남행사(울림이 있는 미팅 PARTY 당신을 두드림) 개최 안내,저출산고령화대책과,null
2018년 한부모가족복지시설 국가안전대진단 추진결과,여성가족정책관,null
재난대응 안전한국훈련(5.8.~5.18.),재난대응과,null
2018년 외국인 계절근로자 관련 내국인 구인,친환경농산과,null
위해식품 등(축산물) 긴급 회수사실 알림,동물방역위생과,null
대전시 'e편한세상 대전법동' 특별공급 기관추천(장애인) 신청 안내,장애인복지과,null
홈페이지 개인정보 파기대상자 알림,공보관,null
위해식품 등(축산물) 긴급 회수사실 알림,동물방역위생과,null
전입신고에 따른 선거일투표소 안내문,자치행정과,null
2018년도 마약류 특별자수기간 홍보,자치행정과,null
위해축산물 긴급회수 공고문,동물방역위생과,null
천안 문화동 힐스테이트 특별공급 기관추천(장애인) 신청 안내,장애인복지과,null
위해축산물 긴급 회수문 공지,동물방역위생과,null
암 예방 홍보동영상,건강증진식품과,null
[제안해주세요] 생활 속 규제 아이디어 공모전 개최 알림,혁신담당관,null
2018년 「세계 물의 날」기념 그림공모전 입상작 발표,물관리정책과,null
2018년 1월말 미분양 주택 현황,건축도시과,null
2018년 충남도서관 자원봉사자를 모집하고 있습니다!!,충남도서관,null
기업활동에 불편을 주는 규제 건의해주세요.,혁신담당관,null
2017년 12월말 미분양 주택 현황,건축도시과,null
3·1절에 태극기를 달아 나라사랑을 실천합시다,자치행정과,null
위해축산물 긴급 회수문 공지,동물방역위생과,null
2018년「함께하는 행복걷기」추진 및 참가방법 알림,체육진흥과,null
대전 e편한 세상 둔산 공동주택 특별공급(장애인) 기관추천 신청 안내,장애인복지과,null
치안정보 알림 서비스 안내,충남지방경찰청,null
2018년도 상반기 4급이하 정기인사 발령사항 안내,인재육성과,null
대설 국민행동요령 알림,재난대응과,null
도정소식지 「충남도정」 구독자 참여 안내,공보관,null
2018년부터 이렇게 달라집니다.,공보관,null
2017년 11월말 미분양 주택 현황,건축도시과,null
2017년 10월말 미분양 주택 현황,건축도시과,null
축산물 융복합 검사기반 증축공사 건축일반설계공모 심사결과 공지,시설2과,null
2018년도 상반기 4급이상 정기인사 발령사항 안내,인재육성과,null
계룡소방서 청사 신축공사 건축일반설계공모 심사결과 공지,시설2과,null
축산물 융복합 검사기반 증축공사 건축설계공모 심사위원 명단 공개,시설2과,null
위해 축산물 긴급 회수문,축산과,null
계룡소방서 신축공사 건축설계공모 심사위원 명단 공개,시설2과,null
세종 2-4생활권 HO1블록 한신더휴 리저브 공동주택 특별공급 장애인기관추천 신청 안내,장애인복지과,null
세종시 1-5생활권 중흥S 센텀뷰 공동주택 특별공급 장애인 기관추천 신청안내,장애인복지과,null
대전 동구 e편한세상  대전에코포레 특별공급 기관추천(장애인)신청 안내,장애인복지과,null
보령시 명천지구 B4블록 시티프라디움 공동주택 특별공급 기관추천(장애인)신청 안내,장애인복지과,null
제28회 공인중개사 시험 합격자 발표에 따른 자격증 교부 안내,토지관리과,null
"세종시 2-4생활권 P4구역 (HC3,HO3블록)세종 리더스포레 공동주택 특별공급 기관추천(장애인) 안내",장애인복지과,null
2017 자랑스러운 충남인상 공적 공개,자치행정과,null
제3기 충청남도 도민참여예산위원회 위원 모집 공고,예산담당관,null
2017 충남 환경회의 개최 알림,기후환경정책과,null
제12회 도민 IT경진대회 출제 문제,정보화정책과,null
2017년 9월말 미분양 주택 현황,건축도시과,null
문화재 수리업등 등록 현황(2017.10월),문화유산과,null
도내 유네스코 세계유산 등재현황,문화유산과,null
축산물 융복합 검사기반 건축일반설계공모 질의 답변서,시설2과,null
계룡소방서 신축공사 건축설계공모 질의답변서,시설2과,null
2017년 충남 대학생 잡(JOB)페스티벌 개최 안내,일자리노동정책과,null
공시송달서 게시,해운항만과,null
천안 불당 금호어울림 공동주택 장애인특별공급 기관추천 신청 (11.2공고),장애인복지과,null
2017 충남 건축·공공디자인 문화제 개최 안내,건축도시과,null
수산업분야 위기관리 매뉴얼,수산자원과,null
재난대응 안전한국훈련(10.30.~11.3.),재난대응과,null
제1회 주민자치 웹툰·카드뉴스 공모전 결과 안내해드립니다.,자치행정과,null
2017 탈석탄 친환경 에너지전환 국제 컨퍼런스 안내,기후환경정책과,null
2017년 8월말 미분양 주택 현황,건축도시과,null
"제2회 동네자치 한마당(주민, 충남을 만들다)이 열립니다!",자치행정과,null
소방현장의 불편한 점을 제안해 주세요.,혁신담당관,null
농어민의 정성을 담은 추석선물 특별전,농업정책과,null
충청남도와 함께하는 미혼남녀 만남행사 굿바이 솔로 미팅 party 참여 안내,저출산고령화대책과,null
암검진 실시 강조기간 운영 안내,여성가족정책관,null
어업지도선 선박명칭 공모전 심사결과 발표,수산자원과,null
2017년 제12회 도민 IT경진대회 개최 알림,정보화정책과,null
2017년 7월말 미분양 주택 현황,건축도시과,null
2017년 6월말 미분양 주택 현황,건축도시과,null
무선국 재허가 안내,정보화정책과,null
비상시 국민행동요령(행정안전부 홍보동영상 공유),공보관,null
2015년도 충청남도 주택보급률 현황,건축도시과,null
2017년도 사랑의 그린pc 단체 접수 안내,정보화정책과,null
2017년('16년 실적) 위임사무 등에 대한 시군평가 결과 안내,혁신담당관,null
도민 에너지기획단 모집,기후환경정책과,null
충청유교문화권 광역관광개발 국회정책토론회,문화유산과,null
2017년 을지연습 홍보 동영상,안전정책과,null
헌법개정 국민대토론회 개최 알림,자치행정과,null
식중독예방 3대요령!!게시,건강증진식품과,null
8월 식중독 주의 정보 게시,건강증진식품과,null
충청남도 개인정보 제3자 제공현황(2017.8.1.현재),정보화정책과,null
충청남도 개인정보처리 위수탁 현황(2017.8.1.현재),정보화정책과,null
충청남도 개인정보 파일 보유현황(2017.8.1.현재),정보화정책과,null
충청남도 개인정보 처리방침(2017.8.1.현재),정보화정책과,null
"8월, 부동산거래계약의 새로운 세상이 시작됩니다.",토지관리과,null
여름철 식중독예방을 부탁해!! 동영상 게시,건강증진식품과,null
"국민의 세금, 보이십니까?  e나라도움, 잘 보입니다.",예산담당관,null
대전시 반석 더샵 공동주택 장애인특별공급 기관추천 안내,장애인복지과,null
2017년 하반기 5급이하 인사발령 안내,인재육성과,null
2017년 전국장애인 행복나눔 페스티벌 예선대회 추진계획,장애인복지과,null
2017 민·관·군·경 합동 화랑훈련 실시,안전정책과,null
2017 세계청년축제 개최 안내,미래정책과,null
2017년 충남지역사회서비스투자사업 아이디어 공모전 안내,복지정책과,null
2017년 7월 국고보조금통합관리시스템(e나라도움) 전면 개통,예산담당관,null
학교를 다니지 않는 청소년도 무료로 건강검진을 받을 수 있습니다.,여성가족정책관,null
2017년 찾아가는 문화활동 선정결과,문화정책과,null
